#Time                       Gauge pressure
-1.98029221882433e-002   -8.46560846560847e+001
-1.95990485898743e-002   -7.05467372134039e+001
-1.93951749915053e-002   -7.05467372134039e+001
-1.92048929663609e-002   -4.23280423280423e+001
-1.90010193679918e-002   -4.23280423280423e+001
-1.87971457696228e-002   -4.23280423280423e+001
-1.85932721712538e-002    0.00000000000000e+000
-1.84029901461094e-002   -8.46560846560847e+001
-1.81991165477404e-002   -7.05467372134039e+001
-1.79952429493714e-002   -7.05467372134039e+001
-1.78049609242270e-002   -7.05467372134039e+001
-1.76010873258580e-002   -4.23280423280423e+001
-1.73972137274890e-002    0.00000000000000e+000
-1.71933401291199e-002   -2.82186948853616e+001
-1.70030581039755e-002   -2.82186948853616e+001
-1.67991845056065e-002   -4.23280423280423e+001
-1.65953109072375e-002    0.00000000000000e+000
-1.64050288820931e-002    0.00000000000000e+000
-1.62011552837241e-002   -2.82186948853616e+001
-1.59972816853551e-002   -2.82186948853616e+001
-1.57934080869861e-002   -1.41093474426808e+001
-1.56031260618417e-002    0.00000000000000e+000
-1.53992524634726e-002    0.00000000000000e+000
-1.51953788651036e-002   -5.64373897707231e+001
-1.50050968399592e-002    0.00000000000000e+000
-1.48012232415902e-002    0.00000000000000e+000
-1.45973496432212e-002    0.00000000000000e+000
-1.43934760448522e-002    0.00000000000000e+000
-1.42031940197078e-002    0.00000000000000e+000
-1.39993204213388e-002    0.00000000000000e+000
-1.37954468229698e-002    0.00000000000000e+000
-1.36051647978253e-002    0.00000000000000e+000
-1.34012911994563e-002    1.41093474426808e+001
-1.31974176010873e-002    5.64373897707231e+001
-1.29935440027183e-002    0.00000000000000e+000
-1.28032619775739e-002    0.00000000000000e+000
-1.25993883792049e-002    0.00000000000000e+000
-1.23955147808359e-002    0.00000000000000e+000
-1.22052327556915e-002    0.00000000000000e+000
-1.20013591573225e-002    0.00000000000000e+000
-1.17974855589534e-002   -4.23280423280423e+001
-1.15936119605844e-002    0.00000000000000e+000
-1.14033299354400e-002   -8.46560846560847e+001
-1.11994563370710e-002   -7.05467372134039e+001
-1.09955827387020e-002   -4.23280423280423e+001
-1.08053007135576e-002   -1.26984126984127e+002
-1.06014271151886e-002   -1.26984126984127e+002
-1.03975535168196e-002   -9.87654320987654e+001
-1.01936799184506e-002   -9.87654320987654e+001
-1.00033978933062e-002   -8.46560846560847e+001
-9.79952429493714e-003   -9.87654320987654e+001
-9.59565069656813e-003    0.00000000000000e+000
-9.40536867142372e-003    0.00000000000000e+000
-9.20149507305471e-003   -4.23280423280423e+001
-8.99762147468570e-003    0.00000000000000e+000
-8.79374787631668e-003    0.00000000000000e+000
-8.60346585117227e-003    0.00000000000000e+000
-8.39959225280326e-003   -2.82186948853616e+001
-8.19571865443425e-003   -4.23280423280423e+001
-8.00543662928984e-003    0.00000000000000e+000
-7.80156303092083e-003    0.00000000000000e+000
-7.59768943255182e-003   -5.64373897707231e+001
-7.39381583418281e-003    0.00000000000000e+000
-7.20353380903840e-003    0.00000000000000e+000
-6.99966021066939e-003    0.00000000000000e+000
-6.79578661230037e-003    0.00000000000000e+000
-6.60550458715596e-003    0.00000000000000e+000
-6.40163098878695e-003    0.00000000000000e+000
-6.19775739041794e-003   -1.41093474426808e+001
-5.99388379204893e-003   -2.11640211640212e+002
-5.80360176690452e-003    0.00000000000000e+000
-5.59972816853551e-003    0.00000000000000e+000
-5.39585457016650e-003    0.00000000000000e+000
-5.20557254502209e-003    0.00000000000000e+000
-5.00169894665308e-003    2.82186948853616e+001
-4.79782534828406e-003    5.64373897707231e+001
-4.59395174991505e-003    0.00000000000000e+000
-4.40366972477064e-003    0.00000000000000e+000
-4.19979612640163e-003    3.66843033509700e+002
-3.99592252803262e-003    8.04232804232804e+002
-3.91437308868502e-003    1.65079365079365e+003
-3.91437308868502e-003    2.28571428571429e+003
