#Time                         Gauge pressure
-1.98029221882433e-002    0.00000000000000e+000
-1.95990485898743e-002    0.00000000000000e+000
-1.93951749915053e-002    1.40350877192982e+001
-1.92048929663609e-002    1.40350877192982e+001
-1.90010193679918e-002    1.40350877192982e+001
-1.87971457696228e-002    1.40350877192982e+001
-1.85932721712538e-002    1.40350877192982e+001
-1.84029901461094e-002    1.40350877192982e+001
-1.81991165477404e-002    1.40350877192982e+001
-1.79952429493714e-002    1.40350877192982e+001
-1.78049609242270e-002    1.40350877192982e+001
-1.76010873258580e-002    0.00000000000000e+000
-1.73972137274890e-002    8.42105263157895e+001
-1.71933401291199e-002    1.12280701754386e+002
-1.70030581039755e-002    4.21052631578947e+001
-1.67991845056065e-002    2.80701754385965e+001
-1.65953109072375e-002    0.00000000000000e+000
-1.64050288820931e-002    5.61403508771930e+001
-1.62011552837241e-002    4.21052631578947e+001
-1.59972816853551e-002    7.01754385964912e+001
-1.57934080869861e-002    2.80701754385965e+001
-1.56031260618417e-002    1.40350877192982e+001
-1.53992524634726e-002    1.40350877192982e+001
-1.51953788651036e-002    7.01754385964912e+001
-1.50050968399592e-002    5.61403508771930e+001
-1.48012232415902e-002    1.12280701754386e+002
-1.45973496432212e-002    1.26315789473684e+002
-1.43934760448522e-002    1.26315789473684e+002
-1.42031940197078e-002    1.26315789473684e+002
-1.39993204213388e-002    1.26315789473684e+002
-1.37954468229698e-002    1.26315789473684e+002
-1.36051647978253e-002    1.26315789473684e+002
-1.34012911994563e-002    1.26315789473684e+002
-1.31974176010873e-002    1.26315789473684e+002
-1.29935440027183e-002    1.26315789473684e+002
-1.28032619775739e-002    1.26315789473684e+002
-1.25993883792049e-002    1.26315789473684e+002
-1.23955147808359e-002    1.26315789473684e+002
-1.22052327556915e-002    1.26315789473684e+002
-1.20013591573225e-002    1.40350877192982e+001
-1.17974855589534e-002    1.40350877192982e+001
-1.15936119605844e-002    1.40350877192982e+001
-1.14033299354400e-002    0.00000000000000e+000
-1.11994563370710e-002    0.00000000000000e+000
-1.09955827387020e-002    0.00000000000000e+000
-1.08053007135576e-002    8.42105263157895e+001
-1.06014271151886e-002    1.26315789473684e+002
-1.03975535168196e-002    1.82456140350877e+002
-1.01936799184506e-002    2.52631578947368e+002
-1.00033978933062e-002    2.52631578947368e+002
-9.79952429493714e-003    2.66666666666667e+002
-9.59565069656813e-003    3.78947368421053e+002
-9.40536867142372e-003    3.78947368421053e+002
-9.20149507305471e-003    3.78947368421053e+002
-8.99762147468570e-003    3.78947368421053e+002
-8.79374787631668e-003    3.78947368421053e+002
-8.60346585117227e-003    3.78947368421053e+002
-8.39959225280326e-003    3.78947368421053e+002
-8.19571865443425e-003    5.05263157894737e+002
-8.00543662928984e-003    5.05263157894737e+002
-7.80156303092083e-003    5.19298245614035e+002
-7.59768943255182e-003    6.31578947368421e+002
-7.39381583418281e-003    6.31578947368421e+002
-7.20353380903840e-003    6.31578947368421e+002
-6.99966021066939e-003    8.00000000000000e+002
-6.79578661230037e-003    8.84210526315789e+002
-6.60550458715596e-003    7.85964912280702e+002
-6.40163098878695e-003    1.13684210526316e+003
-6.19775739041794e-003    8.28070175438596e+002
-5.99388379204893e-003    9.82456140350877e+002
-5.80360176690452e-003    1.05263157894737e+003
-5.59972816853551e-003    1.01052631578947e+003
-5.39585457016650e-003    1.13684210526316e+003
-5.20557254502209e-003    1.13684210526316e+003
-5.00169894665308e-003    1.17894736842105e+003
-4.79782534828406e-003    1.15087719298246e+003
-4.59395174991505e-003    1.26315789473684e+003
-4.40366972477064e-003    1.26315789473684e+003
-4.19979612640163e-003    1.38947368421053e+003
-3.99592252803262e-003    1.38947368421053e+003
-3.80564050288821e-003    1.51578947368421e+003
-3.60176690451920e-003    1.64210526315789e+003
-3.39789330615019e-003    1.64210526315789e+003
-3.19401970778118e-003    1.89473684210526e+003
-3.00373768263677e-003    2.02105263157895e+003
-2.79986408426775e-003    2.40000000000000e+003
-2.59599048589874e-003    3.03157894736842e+003
-2.40570846075433e-003    3.46666666666667e+003
-2.20183486238532e-003    4.65964912280702e+003
-1.99796126401631e-003    5.86666666666667e+003
-1.79408766564730e-003    6.32982456140351e+003
-1.60380564050289e-003    7.81754385964912e+003
-1.39993204213388e-003    8.47719298245614e+003
-1.19605844376487e-003    8.53333333333333e+003
-1.00577641862046e-003    8.71578947368421e+003
-8.01902820251444e-004    8.71578947368421e+003
-5.98029221882433e-004    8.71578947368421e+003
-3.94155623513422e-004    8.71578947368421e+003
-2.03873598369011e-004    8.71578947368421e+003
 0.00000000000000e+000    8.71578947368421e+003
 2.03873598369011e-004    8.71578947368421e+003
 3.94155623513422e-004    8.71578947368421e+003
 5.98029221882433e-004    8.57543859649123e+003
 8.01902820251444e-004    8.43508771929825e+003
 1.00577641862046e-003    8.22456140350877e+003
 1.19605844376487e-003    6.80701754385965e+003
 1.39993204213388e-003    6.56842105263158e+003
 1.39993204213388e-003    5.76842105263158e+003
 1.60380564050289e-003    4.74385964912281e+003
 1.79408766564730e-003    2.76491228070175e+003
 1.99796126401631e-003    2.11929824561404e+003
 2.20183486238532e-003    5.33333333333333e+002
 2.40570846075433e-003   -5.61403508771930e+002
 2.59599048589874e-003   -1.22105263157895e+003
 2.79986408426775e-003   -1.95087719298246e+003
 3.00373768263677e-003   -2.38596491228070e+003
 3.19401970778118e-003   -2.40000000000000e+003
 3.39789330615019e-003   -2.52631578947368e+003
 3.60176690451920e-003   -2.31578947368421e+003
 3.80564050288821e-003   -1.99298245614035e+003
 3.99592252803262e-003   -1.19298245614035e+003
 4.19979612640163e-003   -9.82456140350877e+002
 4.40366972477064e-003   -1.12280701754386e+002
 4.59395174991505e-003    1.33333333333333e+003
 4.79782534828406e-003    1.72631578947368e+003
 5.00169894665308e-003    2.41403508771930e+003
 5.20557254502209e-003    3.38245614035088e+003
 5.39585457016650e-003    3.81754385964912e+003
 5.59972816853551e-003    4.33684210526316e+003
 5.80360176690452e-003    4.95438596491228e+003
 5.99388379204893e-003    5.15087719298246e+003
 6.19775739041794e-003    5.17894736842105e+003
 6.40163098878695e-003    5.05263157894737e+003
 6.60550458715596e-003    4.80000000000000e+003
 6.79578661230037e-003    4.28070175438596e+003
 6.99966021066939e-003    3.81754385964912e+003
 7.20353380903840e-003    3.04561403508772e+003
 7.39381583418281e-003    2.58245614035088e+003
 7.59768943255182e-003    1.68421052631579e+003
 7.80156303092083e-003    8.14035087719298e+002
 8.00543662928984e-003    2.80701754385965e+002
 8.19571865443425e-003   -4.35087719298246e+002
 8.39959225280326e-003   -9.82456140350877e+002
 8.60346585117227e-003   -1.13684210526316e+003
 8.79374787631668e-003   -1.30526315789474e+003
 8.99762147468570e-003   -1.34736842105263e+003
 9.20149507305471e-003   -1.29122807017544e+003
 9.40536867142372e-003   -7.85964912280702e+002
 9.59565069656813e-003   -3.22807017543860e+002
 9.79952429493714e-003    3.78947368421053e+002
 1.00033978933062e-002    3.78947368421053e+002
 1.01936799184506e-002    5.61403508771930e+002
 1.03975535168196e-002    1.10877192982456e+003
 1.06014271151886e-002    2.52631578947368e+003
 1.08053007135576e-002    3.10175438596491e+003
 1.09955827387020e-002    3.41052631578947e+003
 1.11994563370710e-002    3.28421052631579e+003
 1.14033299354400e-002    3.18596491228070e+003
 1.15936119605844e-002    3.63508771929825e+003
 1.17974855589534e-002    3.85964912280702e+003
 1.20013591573225e-002    4.04210526315789e+003
 1.22052327556915e-002    3.43859649122807e+003
 1.23955147808359e-002    3.03157894736842e+003
 1.25993883792049e-002    2.25964912280702e+003
 1.28032619775739e-002    1.89473684210526e+003
 1.29935440027183e-002    1.89473684210526e+003
 1.31974176010873e-002    1.33333333333333e+003
 1.34012911994563e-002    3.50877192982456e+002
 1.36051647978253e-002    0.00000000000000e+000
 1.37954468229698e-002   -5.61403508771930e+002
 1.39993204213388e-002   -6.31578947368421e+002
 1.42031940197078e-002   -4.21052631578947e+002
 1.43934760448522e-002   -5.05263157894737e+002
 1.45973496432212e-002   -6.31578947368421e+002
 1.48012232415902e-002   -7.43859649122807e+002
 1.50050968399592e-002   -3.08771929824561e+002
 1.51953788651036e-002    5.61403508771930e+001
 1.53992524634726e-002    7.85964912280702e+002
 1.56031260618417e-002    1.13684210526316e+003
 1.57934080869861e-002    1.13684210526316e+003
 1.59972816853551e-002    1.64210526315789e+003
 1.62011552837241e-002    1.93684210526316e+003
 1.64050288820931e-002    2.52631578947368e+003
 1.65953109072375e-002    2.90526315789474e+003
 1.67991845056065e-002    2.84912280701754e+003
 1.70030581039755e-002    2.77894736842105e+003
 1.71933401291199e-002    2.77894736842105e+003
 1.73972137274890e-002    2.77894736842105e+003
 1.76010873258580e-002    2.62456140350877e+003
 1.78049609242270e-002    2.07719298245614e+003
 1.79952429493714e-002    1.83859649122807e+003
 1.81991165477404e-002    1.26315789473684e+003
 1.84029901461094e-002    1.13684210526316e+003
 1.85932721712538e-002    7.57894736842105e+002
 1.87971457696228e-002    3.08771929824561e+002
 1.90010193679918e-002    1.26315789473684e+002
 1.92048929663609e-002   -1.26315789473684e+002
 1.93951749915053e-002   -2.52631578947368e+002
 1.95990485898743e-002   -2.52631578947368e+002
 1.98029221882433e-002   -1.26315789473684e+002
 2.00067957866123e-002    5.61403508771930e+001
 2.01970778117567e-002    2.38596491228070e+002
 2.04009514101257e-002    3.78947368421053e+002
 2.06048250084947e-002    5.05263157894737e+002
 2.07951070336391e-002    9.68421052631579e+002
 2.09989806320082e-002    1.37543859649123e+003
 2.12028542303772e-002    1.50175438596491e+003
 2.14067278287462e-002    1.89473684210526e+003
 2.15970098538906e-002    2.02105263157895e+003
 2.18008834522596e-002    2.20350877192982e+003
 2.20047570506286e-002    2.40000000000000e+003
 2.21950390757730e-002    2.40000000000000e+003
 2.23989126741420e-002    2.38596491228070e+003
 2.26027862725110e-002    2.11929824561404e+003
 2.28066598708801e-002    1.92280701754386e+003
 2.29969418960245e-002    1.64210526315789e+003
 2.32008154943935e-002    1.24912280701754e+003
 2.34046890927625e-002    1.08070175438596e+003
 2.35949711179069e-002    7.29824561403509e+002
 2.37988447162759e-002    5.19298245614035e+002
 2.40027183146449e-002    3.78947368421053e+002
 2.42065919130139e-002    8.42105263157895e+001
 2.43968739381583e-002    0.00000000000000e+000
 2.46007475365274e-002    0.00000000000000e+000
 2.48046211348964e-002    7.01754385964912e+001
 2.49949031600408e-002    1.26315789473684e+002
 2.51987767584098e-002    2.52631578947368e+002
 2.54026503567788e-002    5.05263157894737e+002
 2.56065239551478e-002    6.45614035087719e+002
 2.57968059802922e-002    1.01052631578947e+003
 2.60006795786612e-002    1.38947368421053e+003
 2.62045531770302e-002    1.58596491228070e+003
 2.63948352021747e-002    1.89473684210526e+003
 2.65987088005437e-002    2.02105263157895e+003
 2.68025823989127e-002    2.20350877192982e+003
 2.70064559972817e-002    2.27368421052632e+003
 2.71967380224261e-002    2.25964912280702e+003
 2.74006116207951e-002    2.02105263157895e+003
 2.76044852191641e-002    1.76842105263158e+003
 2.77947672443085e-002    1.60000000000000e+003
 2.79986408426775e-002    1.26315789473684e+003
 2.82025144410466e-002    7.57894736842105e+002
 2.84063880394156e-002    6.31578947368421e+002
 2.85966700645600e-002    4.07017543859649e+002
 2.88005436629290e-002    2.52631578947368e+002
 2.90044172612980e-002    8.42105263157895e+001
 2.91946992864424e-002    0.00000000000000e+000
 2.93985728848114e-002    0.00000000000000e+000
 2.96024464831804e-002    8.42105263157895e+001
 2.98063200815494e-002    2.52631578947368e+002
 2.99966021066939e-002    3.78947368421053e+002
 3.02004757050629e-002    7.01754385964912e+002
 3.04043493034319e-002    1.01052631578947e+003
 3.05946313285763e-002    1.10877192982456e+003
 3.07985049269453e-002    1.45964912280702e+003
 3.10023785253143e-002    1.64210526315789e+003
 3.12062521236833e-002    1.89473684210526e+003
 3.13965341488277e-002    2.02105263157895e+003
 3.16004077471967e-002    2.02105263157895e+003
 3.18042813455657e-002    2.02105263157895e+003
 3.19945633707102e-002    1.89473684210526e+003
 3.21984369690792e-002    1.76842105263158e+003
 3.24023105674482e-002    1.45964912280702e+003
 3.26061841658172e-002    1.13684210526316e+003
 3.27964661909616e-002    1.01052631578947e+003
 3.30003397893306e-002    7.29824561403509e+002
 3.32042133876996e-002    6.31578947368421e+002
 3.33944954128440e-002    4.91228070175439e+002
 3.35983690112130e-002    2.52631578947368e+002
 3.38022426095821e-002    2.52631578947368e+002
 3.40061162079511e-002    1.82456140350877e+002
 3.41963982330955e-002    2.52631578947368e+002
 3.44002718314645e-002    3.78947368421053e+002
 3.46041454298335e-002    5.05263157894737e+002
 3.47944274549779e-002    6.31578947368421e+002
 3.49983010533469e-002    8.14035087719298e+002
 3.52021746517159e-002    1.13684210526316e+003
 3.54060482500849e-002    1.13684210526316e+003
 3.55963302752294e-002    1.41754385964912e+003
 3.58002038735984e-002    1.65614035087719e+003
 3.60040774719674e-002    1.75438596491228e+003
 3.61943594971118e-002    1.76842105263158e+003
 3.63982330954808e-002    1.72631578947368e+003
 3.66021066938498e-002    1.64210526315789e+003
 3.68059802922188e-002    1.48771929824561e+003
 3.69962623173632e-002    1.37543859649123e+003
 3.72001359157322e-002    1.13684210526316e+003
 3.74040095141013e-002    8.84210526315789e+002
 3.75942915392457e-002    7.57894736842105e+002
 3.77981651376147e-002    6.31578947368421e+002
 3.80020387359837e-002    4.91228070175439e+002
 3.82059123343527e-002    3.78947368421053e+002
 3.83961943594971e-002    3.78947368421053e+002
 3.86000679578661e-002    3.78947368421053e+002
 3.88039415562351e-002    3.78947368421053e+002
 3.89942235813795e-002    5.05263157894737e+002
 3.91980971797486e-002    6.31578947368421e+002
 3.94019707781176e-002    7.85964912280702e+002
 3.96058443764866e-002    1.05263157894737e+003
 3.97961264016310e-002    1.13684210526316e+003
 4.00000000000000e-002    1.26315789473684e+003
 4.02038735983690e-002    1.38947368421053e+003
 4.03941556235134e-002    1.51578947368421e+003
 4.05980292218824e-002    1.51578947368421e+003
 4.08019028202514e-002    1.38947368421053e+003
 4.10057764186205e-002    1.38947368421053e+003
 4.11960584437649e-002    1.26315789473684e+003
 4.13999320421339e-002    1.26315789473684e+003
 4.16038056405029e-002    1.08070175438596e+003
 4.17940876656473e-002    8.00000000000000e+002
 4.19979612640163e-002    7.57894736842105e+002
 4.22018348623853e-002    5.05263157894737e+002
 4.24057084607543e-002    4.35087719298246e+002
 4.25959904858987e-002    3.78947368421053e+002
 4.27998640842678e-002    3.78947368421053e+002
 4.30037376826368e-002    3.78947368421053e+002
 4.31940197077812e-002    3.78947368421053e+002
 4.33978933061502e-002    5.05263157894737e+002
 4.36017669045192e-002    6.31578947368421e+002
 4.38056405028882e-002    8.84210526315789e+002
 4.39959225280326e-002    1.02456140350877e+003
 4.41997961264016e-002    1.13684210526316e+003
 4.44036697247706e-002    1.26315789473684e+003
 4.45939517499151e-002    1.38947368421053e+003
 4.47978253482841e-002    1.40350877192982e+003
 4.50016989466531e-002    1.51578947368421e+003
 4.52055725450221e-002    1.43157894736842e+003
 4.53958545701665e-002    1.40350877192982e+003
 4.55997281685355e-002    1.26315789473684e+003
 4.58036017669045e-002    1.13684210526316e+003
 4.59938837920489e-002    8.98245614035088e+002
 4.61977573904179e-002    6.87719298245614e+002
 4.64016309887869e-002    6.31578947368421e+002
 4.66055045871560e-002    5.05263157894737e+002
 4.67957866123004e-002    3.78947368421053e+002
 4.69996602106694e-002    3.78947368421053e+002
 4.72035338090384e-002    3.78947368421053e+002
 4.73938158341828e-002    3.78947368421053e+002
 4.75976894325518e-002    3.78947368421053e+002
 4.78015630309208e-002    5.05263157894737e+002
 4.80054366292898e-002    6.31578947368421e+002
 4.81957186544343e-002    7.57894736842105e+002
 4.83995922528033e-002    1.03859649122807e+003
 4.86034658511723e-002    1.13684210526316e+003
 4.87937478763167e-002    1.26315789473684e+003
 4.89976214746857e-002    1.38947368421053e+003
 4.92014950730547e-002    1.44561403508772e+003
 4.94053686714237e-002    1.40350877192982e+003
 4.95956506965681e-002    1.40350877192982e+003
 4.97995242949371e-002    1.30526315789474e+003
 5.00033978933062e-002    1.26315789473684e+003
 5.01936799184506e-002    1.13684210526316e+003
 5.03975535168196e-002    8.84210526315789e+002
 5.06014271151886e-002    6.31578947368421e+002
 5.08053007135576e-002    5.47368421052632e+002
 5.09955827387020e-002    3.78947368421053e+002
 5.11994563370710e-002    3.78947368421053e+002
 5.14033299354400e-002    3.78947368421053e+002
